food,feature_no,feature,supermarket
waitrose_indian_chicken_dhansak,8,chicken,waitrose
waitrose_indian_chicken_dhansak,9,marinated,waitrose
waitrose_indian_chicken_dhansak,10,chicken,waitrose
waitrose_indian_chicken_dopiaza,1,chicken,waitrose
waitrose_indian_chicken_dopiaza,2,breast,waitrose
waitrose_indian_chicken_dopiaza,3,pieces,waitrose
waitrose_indian_chicken_dopiaza,4,spiced,waitrose
waitrose_indian_chicken_dopiaza,5,onion,waitrose
waitrose_indian_chicken_dopiaza,6,tomato,waitrose
waitrose_indian_chicken_dopiaza,7,sauce,waitrose
waitrose_indian_chicken_dopiaza,8,tender,waitrose
waitrose_indian_chicken_dopiaza,9,chicken,waitrose
waitrose_indian_chicken_dopiaza,10,marinated,waitrose
waitrose_indian_chicken_dopiaza,11,chicken,waitrose
waitrose_indian_chicken_dopiaza,12,spiced,waitrose
waitrose_indian_chicken_dopiaza,13,onion,waitrose
waitrose_indian_chicken_dopiaza,14,tomato,waitrose
waitrose_indian_chicken_dopiaza,15,sauce,waitrose
waitrose_indian_chicken_dopiaza,16,chunky,waitrose
waitrose_indian_chicken_dopiaza,17,onion,waitrose
waitrose_indian_chicken_dopiaza,18,tomato,waitrose
waitrose_indian_chicken_dopiaza,19,sauce,waitrose
waitrose_indian_chicken_dopiaza,20,kalonji,waitrose
waitrose_indian_chicken_dopiaza,21,seeds,waitrose
waitrose_indian_fiery_andhra_chicken_curry,1,chicken,waitrose
waitrose_indian_fiery_andhra_chicken_curry,2,breast,waitrose
waitrose_indian_fiery_andhra_chicken_curry,3,pieces,waitrose
waitrose_indian_fiery_andhra_chicken_curry,4,extremely,waitrose
waitrose_indian_fiery_andhra_chicken_curry,5,hot,waitrose
waitrose_indian_fiery_andhra_chicken_curry,6,tomato,waitrose
waitrose_indian_fiery_andhra_chicken_curry,7,coconut,waitrose
waitrose_indian_fiery_andhra_chicken_curry,8,chilli,waitrose
waitrose_indian_fiery_andhra_chicken_curry,9,sauce,waitrose
waitrose_indian_fiery_andhra_chicken_curry,10,cashew,waitrose
waitrose_indian_fiery_andhra_chicken_curry,11,nut,waitrose
waitrose_indian_fiery_andhra_chicken_curry,12,curry leaves,waitrose
waitrose_indian_fiery_andhra_chicken_curry,13,tender,waitrose
waitrose_indian_fiery_andhra_chicken_curry,14,marinated,waitrose
waitrose_indian_fiery_andhra_chicken_curry,15,chicken,waitrose
waitrose_indian_fiery_andhra_chicken_curry,16,fiery,waitrose
waitrose_indian_fiery_andhra_chicken_curry,17,tomato,waitrose
waitrose_indian_fiery_andhra_chicken_curry,18,sauce,waitrose
waitrose_italian_chicken_and_mushroom_risotto,1,alborio,waitrose
waitrose_italian_chicken_and_mushroom_risotto,2,rice,waitrose
waitrose_italian_chicken_and_mushroom_risotto,3,creamy,waitrose
waitrose_italian_chicken_and_mushroom_risotto,4,mushroom,waitrose
waitrose_italian_chicken_and_mushroom_risotto,5,sauce,waitrose
waitrose_italian_chicken_and_mushroom_risotto,6,white wine,waitrose
waitrose_italian_chicken_and_mushroom_risotto,7,cheese,waitrose
waitrose_italian_chicken_and_mushroom_risotto,8,topped,waitrose
waitrose_italian_chicken_and_mushroom_risotto,9,roasted,waitrose
waitrose_italian_chicken_and_mushroom_risotto,10,mushrooms,waitrose
waitrose_italian_chicken_and_mushroom_risotto,11,chicken,waitrose
waitrose_italian_chicken_and_mushroom_risotto,12,mozzarella,waitrose
waitrose_italian_chicken_and_mushroom_risotto,13,shavings,waitrose
waitrose_italian_chicken_and_mushroom_risotto,14,finished,waitrose
waitrose_quiche_lorraine,1,maple,waitrose
waitrose_quiche_lorraine,2,cured,waitrose
waitrose_quiche_lorraine,3,cherrywood,waitrose
waitrose_quiche_lorraine,4,smoked,waitrose
waitrose_quiche_lorraine,5,refromed,waitrose
waitrose_quiche_lorraine,6,bacon,waitrose
waitrose_quiche_lorraine,7,added water,waitrose
waitrose_quiche_lorraine,8,Cheddar cheese,waitrose
waitrose_quiche_lorraine,10,free range,waitrose
waitrose_quiche_lorraine,11,egg,waitrose
waitrose_quiche_lorraine,12,double cream,waitrose
waitrose_quiche_lorraine,13,shortcrust,waitrose
waitrose_quiche_lorraine,14,pastry,waitrose
waitrose_quiche_lorraine,15,case,waitrose
waitrose_quiche_lorraine,16,crisp,waitrose
waitrose_quiche_lorraine,17,shortcrust,waitrose
waitrose_quiche_lorraine,18,pastry,waitrose
waitrose_quiche_lorraine,19,golden,waitrose
waitrose_slow_cooked_rolled_beef_brisket,1,beef,waitrose
waitrose_slow_cooked_rolled_beef_brisket,2,brisket,waitrose
waitrose_slow_cooked_rolled_beef_brisket,3,cooked for 10 hours,waitrose
waitrose_slow_cooked_rolled_beef_brisket,5,seasoned,waitrose
waitrose_slow_cooked_rolled_beef_brisket,6,black,waitrose
waitrose_slow_cooked_rolled_beef_brisket,7,pepper,waitrose
waitrose_slow_cooked_rolled_beef_brisket,8,succulent,waitrose
waitrose_slow_cooked_rolled_beef_brisket,9,meat,waitrose
waitrose_slow_cooked_rolled_beef_brisket,10,tender,waitrose
waitrose_slow_cooked_rolled_beef_brisket,11,meat,waitrose
waitrose_slow_cooked_rolled_beef_brisket,12,expertly,waitrose
waitrose_slow_cooked_rolled_beef_brisket,13,prepared,waitrose
waitrose_slow_cooked_rolled_beef_brisket,14,beef,waitrose
waitrose_slow_cooked_rolled_beef_brisket,15,matured,waitrose
waitrose_slow_cooked_rolled_beef_brisket,16,tenderness,waitrose
waitrose_slow_cooked_rolled_beef_brisket,17,flavour,waitrose
waitrose_slow_cooked_rolled_beef_brisket,18,our prime cattle are reared on a forage based diet on carefully selected British farms,waitrose
waitrose_steak_pie,1,tender,waitrose
waitrose_steak_pie,2,steak,waitrose
waitrose_steak_pie,3,British,waitrose
waitrose_steak_pie,4,full flavoured,waitrose
waitrose_steak_pie,5,savoury,waitrose
waitrose_steak_pie,6,gravy,waitrose
waitrose_steak_pie,7,topped,waitrose
waitrose_steak_pie,8,crisp,waitrose
waitrose_steak_pie,9,shortcrust,waitrose
waitrose_steak_pie,10,pastry,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,1,slow rising,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,2,dough,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,3,pizza,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,4,base,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,5,stretched by hand,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,6,cooked,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,7,lava,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,8,stones,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,9,brick-lined wood-fired oven,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,12,intense,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,13,heat,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,14,cooks quickly,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,15,cooks evenly,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,16,flavour,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,17,dough,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,18,thin,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,19,crust,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,20,crisp,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,21,king prawns,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,22,garlic,waitrose
wood_fired_king_prawn_garlic_chilli_pizza,23,red chilli,waitrose
world_deli_british_chorizo_bonbons,1,dry,waitrose
world_deli_british_chorizo_bonbons,2,pork,waitrose
world_deli_british_chorizo_bonbons,3,cured,waitrose
world_deli_british_chorizo_bonbons,4,pork,waitrose
world_deli_british_chorizo_bonbons,5,British,waitrose
world_deli_british_chorizo_bonbons,6,blended,waitrose
world_deli_british_chorizo_bonbons,7,paprika,waitrose
world_deli_british_chorizo_bonbons,8,seasoning,waitrose
world_deli_british_chorizo_bonbons,9,roasted,waitrose
world_deli_british_chorizo_bonbons,10,skewered,waitrose
